Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
"National Limestone Institute, Inc. - Positive sentiment",3142209589,Synthetic Gasoline,1975-09-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209589
U.S. Government - Neutral,3142209607,Emergency Predator Control on Public Lands,1974-02-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209607
"National Park Service, positive sentiment.",3142209612,National Park Service Planning and Concession Operations,1974-12-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209612
Rocky Mountain National Park; positive sentiment.,3142209634,Rocky Mountain National Park and the Land and Water Conservation Fund Act,1974-02-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209634
Joint Economic Committee - Positive,3142209650,Minnesota's Energy Outlook,1975-10-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209650
U.S. GOVERNMENT PRINTING OFFICE; neutral,3142209662,Natural Gas Supplies:  Vol. 2,1975-09-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209662
Federal Columbia River Transmission System - Neutral,3142209666,Federal Columbia River Transmission System Act,1974-06-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209666
Standby Energy Authorities Act of 1975 - Positive sentiment,3142209673,Standby Energy Authorities Legislation,1975-02-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209673
Toxic Substances Control Act; neutral,3142209674,Toxic Substances Control Act,1975-06-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209674
Valley Forge National Historical Park; positive sentiment.,3142209693,Valley Forge National Historical Park,1975-09-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209693
U.S. Atomic Energy Commission; neutral,3142209695,Advanced Nuclear Research,1974-02-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209695
U.S. Senate Committee on Public Works - Neutral,3142209707,Economic Impact of Federal Water Pollution Control Financing Requirements on Marginal Industries,1974-06-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209707
COLORADO RIVER BASIN SALINITY CONTROL ACT - neutral,3142209725,Colorado River Basin Salinity Control Act,1974-05-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209725
U.S. GOVERNMENT PRINTING OFFICE; sentiment: neutral,3142209729,Watershed Projects; Flood Control Project; Miscellaneous Legislation,1974-09-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209729
BLM (Bureau of Land Management) - Neutral,3142209746,"BLM Organic Act,  Part 2",1974-04-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209746
Committee on Science and Astronautics - Neutral,3142209750,Solar Sea Thermal Energy,1974-05-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209750
none,3142209753,Disposal of Excess Property Located Within Indian Reservations,1974-07-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209753
none,3142209774,Economic Impact of President Ford's Energy Program,1975-01-31,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209774
"Tennessee Valley Authority, positive sentiment.",3142209784,TVA Bonding Authority,1975-09-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209784
United States - Neutral,3142209789,Extending Jurisdiction of the U.S. Over Certain Ocean Areas,1974-10-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209789
Environmental Protection Agency; positive sentiment.,3142209804,Implementation of the Federal Water Pollution Control Act,1974-02-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209804
none,3142209805,Land Use Planning Act of 1974,1974-04-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209805
U.S. Senate Committee on Public Works - Neutral,3142209809,Sewage Sludge Hazard to Long Island Beaches,1974-08-02,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209809
U.S. House of Representatives Committee on Public Works; neutral,3142209813,Fuel Availability and Allocation in the U.S,1974-02-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209813
none,3142209830,Diversion and Withdrawal of Additional Water from Lake Michigan into the Illinois Waterway,1974-10-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209830
Alaska Native Claims Settlement Act; neutral,3142209840,Amending the Alaska Native Claims Settlement Act,1974-02-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209840
Rural Electrification Administration; positive,3142209860,REA Amendments,1975-06-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209860
Joint Economic Committee - Neutral,3142209869,Adequacy of U.S. Oil and Gas Reserves,1975-02-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209869
Permanent Select Committee on Small Business - Neutral,3142209890,Energy Data Requirements of the Federal Government  Part 1: Energy Crisis and Small Business,1974-01-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209890
None,3142209894,Waste Control Act of 1975,1975-04-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209894
U.S. ANTARCTIC POLICY - Neutral,3142209896,U.S. Antarctic Policy,1975-05-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209896
U.S. GOVERNMENT PRINTING OFFICE; sentiment is neutral.,3142209907,200-Mile Fisheries Zone and Joint Ventures,1976-06-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209907
"Permanent Select Committee on Small Business, neutral",3142209908,Energy Data Requirements of the Federal Government  Part 3: Federal Offshore Oil and Gas Leasing Policies,1974-03-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209908
U.S. Government - Neutral,3142209926,Presidential Energy Program,1975-02-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142209926
"American Electric Power Service Corp., sentiment neutral.",3142210275,Electric Utility Problems: Fuel Adjustment Clauses,1975-05-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210275
U.S. Senate Committee on Interior and Insular Affairs; neutral,3142210285,Conveyance of Certain Public Lands,1975-09-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210285
National Park Service; neutral,3142210314,National Park Service Management of Concession Operations,1975-07-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210314
"Colorado Wilderness, positive sentiment.",3142210328,Colorado Wilderness,1975-02-26,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210328
U.S. Environmental Protection Agency - Positive sentiment,3142210332,Implementation of the Federal Water Pollution Control Act,1975-05-13,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210332
U.S. Government - Neutral,3142210348,To Amend the Federal Water Pollution Control Act,1975-09-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210348
Water Resources Council - Neutral,3142210352,To Amend the Water Resources Planning Act,1975-07-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210352
none,3142210353,Interfuel Competition,1975-06-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210353
National Park System - Positive,3142210362,Regulation of Mining Activities Within Areas of the National Park System,1975-10-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210362
Committee on Government Operations - Positive,3142210367,Federal Involvement in the Development of Eastern Oil and Gas Shale,1975-05-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210367
U.S. Senate Committee on Interior and Insular Affairs - Neutral,3142210389,Indian Water Rights of the Five Central Tribes of Arizona,1975-10-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210389
United States Senate Subcommittee on Indian Affairs - Neutral,3142210392,Submarginal Lands and Trust Lands for Certain Indian Tribes,1975-05-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210392
Energy Research and Development Administration (ERDA) - Positive sentiment.,3142210402,Secondary and Tertiary Recovery of Oil and Natural Gas,1975-04-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210402
"Federal Energy Administration, neutral",3142210416,FEA Enforcement Policies,1975-04-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210416
none,3142210429,Geothermal Energy Development,1975-10-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210429
"Bureau of Mines, positive sentiment.",3142210437,Briefing on Energy Situation,1974-01-31,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210437
"Federal Power Commission, neutral",3142210444,Long-Term Natural Gas Issues,1975-10-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210444
Permanent Select Committee on Small Business - Neutral,3142210452,Phase IV Oil Regulations and Petroleum Marketing Problems  Part 2: Mandatory Allocation and Distribution Problems,1974-03-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210452
Dickinson Dam and Pollock-Herreid Unit - Positive,3142210454,Dickinson Dam and Pollock-Herreid Unit-Pick-Sloan Missouri Basin Programs,1975-10-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210454
"NAVAL PETROLEUM AND STRATEGIC ENERGY RESERVES, positive sentiment.",3142210474,Naval Petroleum and Strategic Energy Reserves,1975-03-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210474
U.S. Senate Subcommittee on Energy Research and Water Resources - Neutral,3142210483,Commercialization of Synthetic Fuels,1975-06-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210483
Permanent Select Committee on Small Business - Neutral,3142210488,Energy Data Requirements Of the Federal Government  Part 2: Oil Shale,1974-01-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210488
Crater Lake National Park; neutral,3142210496,Crater Lake National Park,1975-09-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210496
"National Park Service, positive sentiment.",3142210512,Management of National Parks,1975-10-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210512
"Foreign Policy Association, positive sentiment.",3142210521,Great Decisions in Foreign Policy,1975-04-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210521
United Nations Law of the Sea Conference; positive sentiment about its significance and achievements.,3142210530,Law of the Sea,1975-05-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210530
Department of the Interior - Neutral,3142210558,Department of the Interior and Related Agencies Appropriations for 1976  Part 1: Overview Hearings,1975-02-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210558
U.S. GOVERNMENT PRINTING OFFICE; neutral,3142210565,Natural Gas Shortages,1975-09-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210565
"Committee on Interior and Insular Affairs, U.S. Senate - Neutral",3142210572,Oil Price Decontrol,1975-09-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210572
Montana Wilderness Association - positive sentiment,3142210573,Montana Wilderness,1975-05-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210573
Federal Coal Leasing Amendments Act of 1975 - Neutral,3142210584,Federal Coal Leasing Amendments Act of 1975,1975-05-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210584
Forest Service; neutral,3142210594,Forest Service Timber Sale Contracts Involving Road Construction,1975-05-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210594
Small Refiners Exemption Act of 1975 - Neutral,3142210600,Small Refiners Exemption Act of 1975,1975-03-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210600
Permanent Select Committee on Small Business - Neutral,3142210615,Energy Data Requirements of the Federal Government  Part 4: Propane and Crude Oil/Conflicts of Interest,1974-09-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210615
U.S. Senate Committee on Interior and Insular Affairs; neutral,3142210634,Proposed Wilderness Areas,1975-05-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210634
Committee on Government Operations - Neutral,3142210651,Federal Preparedness to Deal with the U.S. Natural Gas Shortage Emergency,1975-06-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210651
Coal Research Laboratory and Energy Resource Fellowship Act; positive sentiment.,3142210655,Coal Research Laboratory and Energy Resource Fellowship Act,1975-11-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210655
none,3142210668,To Amend the Wild and Scenic Rivers Act,1975-07-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210668
U.S. GOVERNMENT PRINTING OFFICE; neutral,3142210679,Disposal of Surplus Real Property,1975-10-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210679
Water Resources Planning Act - Oversight Hearing; sentiment is concerned about the need for revision and improvement.,3142210683,Water Resources Planning Act-Oversight,1975-10-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210683
Indiana Dunes National Lakeshore - positive sentiment,3142210687,To Enlarge the Indiana Dunes National Lakeshore,1975-05-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210687
U.S. Senate Committee on Public Works; positive sentiment about its focus on environmental issues and futures analysis.,3142210697,Choosing Our Environment: Can We Anticipate the Future?  Part 1: Futures Analysis and the Environment,1975-12-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210697
"San Juan-Chama Project, positive sentiment.",3142210699,San Juan-Chama Project,1975-06-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210699
Bureau of Land Management; positive sentiment.,3142210711,Management of National Resource Lands,1975-03-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210711
none,3142210722,Tax Treatment of Recycling of Solid Waste,1974-03-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210722
Alaska Natural Gas Transportation System - Positive,3142210748,Alaska Natural Gas Transportation System,1975-10-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210748
"National Park System, positive sentiment.",3142210759,To Prohibit Certain Incompatible Activities Within Any Area of the National Park System,1975-10-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210759
NATIONAL PARK SERVICE; positive sentiment about collaboration and outdoor recreation.,3142210765,National Outdoor Recreation Programs and Policies,1975-03-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210765
U.S. GOVERNMENT PRINTING OFFICE - neutral,3142210772,Oil Pollution Liability,1975-10-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210772
U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON SCIENCE AND TECHNOLOGY; sentiment: neutral,3142210781,Research and Development Related to Sulphates in the Atmosphere,1975-07-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210781
Water Resources Research and Technology Development Act - Positive sentiment,3142210784,Water Resources Research and Technology Development Act,1975-07-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210784
WILD AND FREE-ROAMING HORSES AND BURROS ACT; neutral,3142210797,Wild and Free-Roaming Horses and Burros Act Amendments,1975-08-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210797
none,3142210801,Right Turn on Red Signal,1975-10-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210801
U.S. House of Representatives Committee on Science and Technology - Neutral,3142210805,Aircraft Noise Abatement,1975-09-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210805
Exxon Corporation - Neutral,3142210807,Petroleum Industry  Part 2: Appendix,1975-09-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210807
U.S. Department of Agriculture; neutral,3142210811,Energy Requirements for Food and Fiber,1975-03-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210811
U.S. House of Representatives Committee on Science and Technology; neutral,3142210826,Loan Guarantees for Energy Conserving Technologies,1975-10-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210826
Ad Hoc Select Committee on Outer Continental Shelf - Neutral,3142210832,Outer Continental Shelf Briefings,1975-06-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210832
U.S. House of Representatives Committee on Science and Technology - Neutral,3142210841,Hydrogen,1975-06-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210841
"Alyeska Pipeline Service Co., positive sentiment.",3142210861,Oversight Hearings on Construction on Trans-Alaska Pipeline,1975-02-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210861
U.S. House of Representatives Committee on Science and Technology - Neutral,3142210864,Inadvertent Modification of the Upper Atmosphere:  Research and Development Relating to Halocarbons and Ozone Depletion,1975-05-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210864
FEDERAL ENERGY ADMINISTRATION: neutral,3142210875,Federal Energy Administration:  Enforcement of Petroleum Price Regulations,1975-06-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210875
U.S. House of Representatives Committee on Interior and Insular Affairs; neutral,3142210877,Prohibition of Railroad Leasing of Federal Coal Lands,1975-11-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210877
Federal Coal Leasing - Neutral,3142210880,Federal Coal Leasing,1975-03-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210880
U.S. Senate Subcommittee on the Environment and Land Resources; neutral,3142210887,Outdoor Recreation and Ski Permits on National Forest Lands,1975-10-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210887
Alaska National Interest Lands; positive sentiment,3142210891,Alaska National Interest Lands,1975-11-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210891
"Federal Energy Administration, neutral sentiment.",3142210894,Congressional Oversight of Administrative Agencies  Federal Energy Administration,1975-06-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210894
Environmental Protection Agency (EPA) - Disapproval,3142210896,Disapproval of the Deferral of Water Pollution Construction Grant Funds,1975-02-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210896
Solar Energy Industries Association; positive sentiment.,3142210905,Loan Guarantees for Solar Energy Demonstrations,1975-10-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210905
U.S. GOVERNMENT PRINTING OFFICE; sentiment: neutral,3142210914,Loan Guaranties for New Energy Technologies: Capital Formation,1975-10-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210914
none,3142210915,Painful Trapping Devices,1975-11-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210915
U.S. House of Representatives Committee on Science and Technology - Neutral,3142210921,Methanol Derived from Fossil Fuels  Vol. 1,1975-06-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210921
Sabine River Authority; neutral,3142210931,Sabine River Authority Exemption,1975-10-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210931
U.S. House of Representatives Committee on Merchant Marine and Fisheries; sentiment is positive.,3142210933,Deep Seabed Mining,1975-05-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210933
U.S. Senate Committee on Public Works - Positive sentiment.,3142210936,Transferable Forest Access Road Credits,1975-05-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210936
U.S. House of Representatives Committee on Science and Technology; sentiment is neutral.,3142210957,Costs and Effects of Chronic Exposure to Low-Level Pollutants in the Environment,1975-11-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210957
Federal Energy Administration; negative sentiment about it.,3142210963,Federal Energy Enforcement Activities,1975-04-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210963
none,3142210982,Depletion Allowance,1975-03-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210982
National Wildlife Refuge System - Positive,3142210996,Wildlife Refuges and Organic Act,1975-05-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142210996
U.S. Army Corps of Engineers - Positive,3142211006,To Consider Certain River Basin Monetary Authorizations and the Proposed Harris Fork Creek Flood Control Project,1975-07-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211006
National Environmental Policy Act; neutral,3142211021,National Environmental Policy Act Oversight,1975-09-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211021
"U.S. Army Corps of Engineers, neutral",3142211025,Corps of Engineers Oversight Hearings-1975,1975-05-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211025
U.S. Department of the Interior; neutral,3142211026,Oversight Hearings on Access to Minerals on Public Lands,1975-11-18,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211026
U.S. Department of Agriculture; positive,3142211028,Watershed Projects,1975-06-23,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211028
"Solar Energy Research Institute, positive",3142211063,Solar Energy Research Institute  Oversight Hearings,1975-10-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211063
Marine Mammal Commission - Neutral,3142211066,Marine Mammal Protection Oversight,1975-10-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211066
Watershed Protection and Flood Prevention Act; positive,3142211076,Amending the Watershed Protection and Flood Prevention Act,1975-10-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211076
none,3142211118,Coal Slurry Pipeline Legislation,1975-03-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211118
"Marine Protection, Research, and Sanctuaries Act of 1972; positive sentiment.",3142211125,Ocean Dumping,1975-04-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211125
U.S. Senate Committee on Public Works; positive sentiment about its focus on energy conservation.,3142211134,Energy Conservation in Federal and Federally Assisted Buildings,1975-11-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211134
Coastal Zone Management Act of 1972 - Neutral,3142211142,Coastal Zone Management,1975-04-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211142
U.S. INTERNATIONAL ENERGY POLICY - Neutral,3142211166,U.S. International Energy Policy,1975-05-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211166
none,3142211170,Energy Advisory Committees,1975-08-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211170
Industrial Energy Conservation Act; neutral,3142211175,Industrial Energy Conservation Act of 1975,1975-09-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211175
"Bonneville Power Administration, negative sentiment.",3142211195,Northwest Regional Power Issues,1975-10-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211195
"Environmental Protection Agency, positive sentiment.",3142211208,Status of the Water Pollution Construction Grant Program,1975-02-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211208
Endangered Species Act; positive sentiment.,3142211212,Endangered Species Oversight,1975-10-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211212
Environmental Protection Agency (EPA) - Neutral,3142211213,Organization and Management of EPA's Office of Research and Development,1975-12-02,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211213
U.S. Consumer Product Safety Commission - Neutral,3142211214,Lead-Based Paint Poisoning Prevention Act of 1975,1975-06-16,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211214
Environmental Protection Agency; positive sentiment.,3142211227,Environmental R.&amp;D. Posture Hearings,1975-04-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211227
U.S. Senate - Positive,3142211230,Responsibility for Preparation of Environmental Impact Statements,1975-05-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211230
U.S. GOVERNMENT PRINTING OFFICE; sentiment: neutral,3142211237,Establishment of National Petroleum Reserves on the Public Lands,1975-02-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211237
U.S. Senate Committee on Finance - Neutral,3142211247,Capital Requirements for Energy Independence,1975-05-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211247
"Charles Sheldon Antelope Range, positive sentiment.",3142211265,Charles Sheldon Antelope Range,1975-05-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211265
U.S. House of Representatives Committee on Science and Technology - Neutral,3142211282,Environmental Effects of Dumping in the Oceans and Great Lakes,1975-09-17,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211282
U.S. Senate Committee on Armed Services; neutral,3142211302,Emergency Marine Fisheries Protection Act of 1975,1975-11-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211302
U.S. Energy Research and Development Administration; neutral,3142211348,Loan Guarantees for Commercial-Size Synthetic Fuels Demonstration Plants  Volume I: Witnesses,1975-09-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211348
U.S. House of Representatives Committee on Science and Technology - Positive,3142211351,Legislation for Outer Continental Shelf R.&amp;D  Vol. 2: Appendices,1975-07-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3142211351
